filename,class,xmin,ymin,xmax,ymax,observation angle,xloc,yloc,zloc
003484.png,Car,276.01,180.91,476.32,271.36,2.16,-4.37,1.64,14.1
003484.png,Car,563.87,182.19,643.56,223.02,1.9,-0.17,1.78,27.56
003484.png,Car,641.28,181.89,688.48,212.99,1.77,2.77,1.92,36.16
003484.png,Car,673.28,180.97,710.38,207.76,1.76,5.0,2.04,43.89
003484.png,Car,699.95,180.38,729.24,203.2,1.73,7.6,2.15,52.37
003485.png,Car,577.83,178.3,636.39,234.94,-1.53,-0.07,1.79,22.3
003485.png,Tram,932.3,0.0,1241.0,356.95,0.8,6.25,1.49,6.25
003485.png,Tram,760.47,37.56,1083.56,270.25,1.24,6.2,1.58,17.71
003486.png,Car,694.16,180.37,722.37,205.02,-1.51,6.49,2.05,47.57
003486.png,Car,0.0,152.96,135.69,361.68,2.43,-6.52,1.76,6.43
003486.png,Car,758.17,178.74,959.72,311.06,-1.85,3.36,1.68,10.63
003486.png,Car,570.63,182.12,628.06,221.85,1.77,-0.41,1.93,30.02
003486.png,Car,744.48,157.93,848.68,268.8,-1.72,3.79,1.8,15.34
003487.png,Pedestrian,562.91,163.55,590.91,239.94,-1.62,-0.59,1.32,16.79
003487.png,Pedestrian,611.28,159.75,641.94,240.1,-1.79,0.42,1.32,16.75
003487.png,Pedestrian,342.4,165.32,367.73,238.42,-1.41,-6.37,1.4,18.24
003487.png,Pedestrian,549.93,166.16,578.93,251.2,-2.42,-1.01,1.4,15.0
003487.png,Pedestrian,678.82,146.26,750.48,331.02,-3.12,0.98,1.44,7.38
003487.png,Pedestrian,1162.78,134.25,1235.11,308.62,1.88,6.11,1.26,7.57
003487.png,Pedestrian,618.95,160.53,654.28,247.97,-2.21,0.89,1.33,15.02
003487.png,Pedestrian,747.7,160.58,807.7,300.61,-2.84,2.01,1.37,8.78
003487.png,Car,301.19,152.65,512.89,299.18,1.88,-2.75,1.46,11.19
003487.png,Car,371.81,150.19,473.02,231.73,1.75,-5.11,1.29,21.1
003487.png,Van,432.79,156.59,494.59,216.4,1.68,-5.23,1.21,27.79
003488.png,Car,570.93,179.11,604.05,209.29,-1.57,-1.16,1.27,40.43
003488.png,Car,0.0,224.09,220.19,375.0,-0.7,-3.36,1.65,2.54
003488.png,Car,27.18,190.22,263.24,292.67,-1.03,-7.82,1.57,12.59
003488.png,Car,231.33,189.02,342.31,245.53,-1.17,-8.74,1.5,19.79
003488.png,Car,343.16,188.77,461.06,254.59,-1.31,-5.02,1.5,18.05
003488.png,Van,461.03,151.31,526.95,220.66,-1.45,-4.89,1.38,31.6
003488.png,Car,507.88,183.39,540.54,209.01,-1.49,-4.92,1.32,42.53
003488.png,Car,0.0,181.94,152.98,262.34,-0.93,-12.81,1.57,16.77
003488.png,Car,259.57,181.53,346.06,226.54,-1.18,-11.61,1.46,27.55
003489.png,Pedestrian,806.45,145.86,878.09,281.52,-0.27,3.36,1.37,9.94
003489.png,Pedestrian,468.98,155.21,540.28,297.49,0.16,-1.36,1.45,9.05
003489.png,Pedestrian,472.84,148.11,538.25,306.5,0.13,-1.09,1.44,8.39
003489.png,Cyclist,982.04,146.35,1017.14,213.5,-1.56,10.62,0.84,19.08
003489.png,Pedestrian,90.71,174.52,132.39,274.27,0.71,-8.53,1.62,12.53
003489.png,Pedestrian,81.95,182.13,120.49,280.57,0.74,-8.65,1.66,11.96
003489.png,Cyclist,522.62,157.99,640.85,271.6,-0.28,-0.41,1.36,11.19
003489.png,Car,450.08,168.11,483.4,192.29,1.65,-8.75,0.7,45.04
003490.png,Car,0.0,194.15,338.6,363.06,2.08,-5.26,1.79,9.17
003490.png,Cyclist,198.87,166.14,363.08,374.0,2.03,-3.19,1.73,7.11
003490.png,Pedestrian,782.7,150.28,813.37,233.15,-1.82,4.5,1.41,17.49
003490.png,Car,456.45,180.75,530.02,221.7,1.82,-4.4,1.74,27.62
003490.png,Car,670.38,173.91,721.59,213.95,-1.62,3.41,1.58,29.54
003490.png,Car,635.64,167.84,667.34,187.19,1.87,3.96,1.32,68.27
003491.png,Pedestrian,842.03,149.78,939.37,304.4,2.76,3.38,1.41,8.42
003492.png,Tram,0.0,101.79,513.05,258.95,0.06,-9.24,1.77,20.35
003492.png,Tram,495.93,108.56,618.08,225.67,-0.3,-1.5,1.3,23.18
003492.png,Tram,587.93,101.09,797.45,218.34,-0.49,3.17,1.12,25.09
003492.png,Tram,754.22,103.21,871.8,207.67,-0.65,7.88,0.9,26.97
003492.png,Tram,821.71,106.69,1107.74,207.35,-0.84,15.3,0.88,29.86
003492.png,Pedestrian,204.89,196.67,277.22,348.93,0.27,-3.89,1.66,7.67
003493.png,Car,567.11,173.0,620.51,224.67,-1.55,-0.56,1.64,24.32
003493.png,Car,465.13,177.41,507.96,211.33,1.74,-6.37,1.91,37.36
003493.png,Car,530.39,175.27,552.72,192.07,1.66,-6.34,1.74,67.06
003493.png,Car,972.98,162.51,1057.66,193.97,-2.09,18.76,0.94,33.66
003493.png,Van,1040.91,144.79,1178.32,196.01,-2.15,18.97,0.83,27.78
003494.png,Car,594.27,178.41,619.2,202.13,-1.57,-0.25,1.94,49.35
003494.png,Car,143.78,197.57,449.39,374.0,1.93,-2.91,1.75,7.45
003494.png,Car,904.66,178.71,1241.0,374.0,-2.31,2.72,1.67,2.74
003494.png,Car,785.41,170.22,1074.24,374.0,-1.98,2.67,1.7,6.7
003494.png,Car,681.42,180.55,785.6,256.04,-1.76,2.64,1.69,16.44
003494.png,Car,647.47,178.91,690.39,215.39,-1.64,2.5,1.76,31.74
003494.png,Car,667.47,177.38,738.4,235.74,-1.7,2.65,1.73,21.55
003494.png,Car,322.53,190.21,410.74,222.28,0.3,-12.25,2.42,36.37
003494.png,Car,204.7,191.63,304.17,225.1,0.46,-17.9,2.56,36.36
003494.png,Pedestrian,913.34,148.52,952.67,300.1,-1.98,4.03,1.53,9.01
003495.png,Car,588.22,171.86,623.7,206.02,-1.57,-0.23,1.64,37.03
003495.png,Tram,524.5,148.93,563.25,192.48,-1.51,-6.03,1.71,68.01
003495.png,Truck,726.51,161.7,806.19,193.95,-2.0,14.94,1.94,70.42
003496.png,Truck,617.19,151.56,662.44,200.52,-1.56,2.09,1.68,48.63
003496.png,Car,324.56,187.46,376.28,211.16,1.91,-16.56,2.35,46.15
003497.png,Car,118.6,189.39,450.21,373.07,-1.23,-3.0,1.54,7.57
003497.png,Car,651.6,165.38,727.66,221.36,-1.73,2.23,1.32,21.6
003497.png,Car,412.17,173.05,512.7,245.39,-1.4,-3.26,1.46,16.44
003497.png,Car,718.48,160.48,947.51,322.2,-1.85,2.48,1.5,9.15
003497.png,Car,625.54,165.3,658.7,192.76,-1.54,1.72,1.02,38.34
003497.png,Van,666.49,148.62,704.59,175.69,-1.2,7.64,0.27,72.46
003498.png,Car,582.3,174.17,615.2,205.48,-1.56,-0.6,1.64,37.83
003498.png,Car,591.99,171.1,620.9,199.92,-1.53,-0.21,1.69,46.88
003498.png,Pedestrian,915.65,156.65,962.98,290.56,1.18,4.1,1.45,9.25
003498.png,Car,710.27,175.57,867.69,283.88,-1.81,2.73,1.56,12.04
003498.png,Car,677.19,174.49,757.28,245.74,-1.69,2.45,1.6,17.34
003498.png,Car,644.29,169.64,683.71,207.42,-1.64,2.58,1.62,35.66
003498.png,Car,101.53,201.65,289.98,291.19,2.02,-7.68,1.96,13.72
003498.png,Car,246.81,188.67,368.45,254.54,1.94,-7.97,1.97,19.33
003498.png,Car,354.53,183.53,430.69,228.1,1.86,-8.06,1.93,26.98
003499.png,Car,0.0,196.85,264.9,374.0,2.26,-3.59,1.71,3.91
003499.png,Car,504.04,183.22,553.69,222.25,1.69,-3.29,1.91,29.43
003499.png,Car,560.32,180.63,581.39,199.6,1.64,-3.32,2.22,61.41
003499.png,Car,349.66,179.61,384.52,203.44,1.9,-20.42,2.5,60.74
003500.png,Car,578.99,173.74,731.42,317.64,-1.6,0.47,1.6,9.73
003500.png,Car,949.57,166.9,1241.0,374.0,-1.39,4.4,1.47,5.94
003500.png,Car,681.76,172.77,750.27,206.31,-0.95,5.08,1.53,34.52
003500.png,Car,664.08,173.43,727.82,199.06,-0.87,4.89,1.44,41.06
003500.png,Car,0.0,187.56,77.86,290.19,2.32,-10.61,1.88,11.14
003500.png,Car,591.07,172.88,612.55,186.85,1.79,-0.86,1.48,77.5
003500.png,Car,110.3,192.28,268.09,256.18,2.1,-10.37,1.87,18.07
003500.png,Car,368.14,180.6,435.3,213.63,1.9,-9.88,1.83,34.48
003500.png,Car,411.66,173.55,458.51,207.63,1.83,-9.83,1.88,40.71
003500.png,Car,462.95,175.52,504.2,198.67,1.89,-8.94,1.77,51.23
003500.png,Car,515.82,175.64,553.85,192.45,1.98,-6.61,1.68,63.76
003500.png,Car,256.74,178.48,329.35,212.47,2.17,-14.42,1.73,32.91
003500.png,Car,240.72,177.51,317.45,202.86,2.33,-20.24,1.77,44.26
003501.png,Car,569.53,174.6,619.87,223.32,-1.56,-0.57,1.69,25.7
003501.png,Car,0.0,210.53,161.86,360.37,2.25,-6.97,1.91,8.1
003501.png,Car,357.92,186.33,481.87,265.63,1.81,-4.03,1.78,15.78
003501.png,Truck,834.07,157.92,892.83,191.23,-1.9,18.74,1.31,53.72
003502.png,Pedestrian,642.49,145.68,664.83,202.48,-2.65,1.54,0.68,22.32
003502.png,Pedestrian,252.09,138.2,291.22,258.47,0.93,-5.64,1.24,11.72
003502.png,Pedestrian,1007.01,144.42,1129.65,369.0,0.66,3.05,1.6,4.71
003502.png,Pedestrian,882.85,136.58,996.34,369.0,1.03,2.21,1.54,4.82
003502.png,Pedestrian,746.52,145.47,784.28,219.67,-3.12,4.15,1.0,18.36
003502.png,Pedestrian,576.57,129.72,670.11,369.0,1.16,0.1,1.46,5.23
003502.png,Pedestrian,603.91,165.98,669.6,366.98,1.06,0.38,1.51,6.21
003502.png,Pedestrian,673.45,139.13,737.83,359.89,1.09,0.82,1.5,6.45
003502.png,Pedestrian,271.37,165.6,349.49,349.62,1.05,-2.95,1.5,6.73
003502.png,Pedestrian,526.2,140.78,574.07,261.78,1.1,-0.88,1.19,10.94
003502.png,Pedestrian,602.27,148.67,661.22,260.8,1.24,0.37,1.19,11.06
003502.png,Pedestrian,637.99,138.72,700.61,259.51,1.24,0.97,1.19,11.21
003502.png,Pedestrian,705.78,139.58,767.99,253.1,1.09,2.08,1.12,11.44
003503.png,Car,920.55,212.87,1241.0,374.0,-2.32,2.65,1.69,2.6
003503.png,Car,469.98,181.96,546.8,245.73,1.68,-2.69,1.78,19.67
003503.png,Car,678.82,186.94,787.37,269.13,1.39,2.49,1.84,15.67
003503.png,Car,536.67,183.19,572.07,215.37,1.6,-2.69,1.98,35.05
003503.png,Car,646.92,180.32,687.32,215.84,-1.64,2.73,2.02,35.45
003504.png,Car,955.66,162.89,1241.0,278.48,-0.41,8.18,1.6,11.92
003504.png,Car,52.37,177.98,249.87,254.87,0.73,-9.93,1.68,15.65
003505.png,Car,118.56,180.56,201.59,218.12,-0.99,-20.04,1.93,32.23
003505.png,Car,190.27,178.33,269.01,210.83,2.09,-19.8,1.87,37.77
003505.png,Car,505.58,180.33,550.0,212.07,1.67,-3.91,1.78,34.64
003505.png,Car,255.89,166.2,453.67,300.6,1.87,-3.82,1.67,11.5
003505.png,Car,589.11,174.75,627.38,212.86,-1.56,-0.09,1.74,33.28
003506.png,Car,1022.23,193.21,1241.0,374.0,-1.64,4.54,1.55,6.39
003506.png,Car,855.72,176.77,944.09,231.36,-1.36,8.8,1.6,21.77
003506.png,Car,1049.19,169.21,1157.25,250.41,-1.48,11.3,1.57,16.47
003506.png,Car,899.42,177.33,981.15,222.19,-1.32,11.84,1.64,25.8
003506.png,Car,1020.15,172.58,1053.16,198.0,-1.59,28.0,1.6,47.47
003507.png,Car,787.36,169.67,1015.79,293.45,-1.17,4.43,1.46,10.72
003507.png,Car,689.4,168.73,785.81,211.13,-0.93,5.01,1.41,28.23
003507.png,Car,670.6,170.98,732.61,200.32,-0.9,4.98,1.44,39.18
003507.png,Car,656.26,171.89,713.96,194.75,-0.85,4.76,1.34,45.69
003507.png,Car,4.32,179.46,212.82,266.5,2.17,-10.66,1.78,15.7
003507.png,Car,222.32,186.44,332.61,234.83,2.01,-10.37,1.79,22.74
003507.png,Car,396.6,177.57,451.6,206.44,1.85,-10.0,1.73,39.04
003507.png,Car,431.18,171.61,471.73,202.05,1.81,-9.93,1.77,45.33
003507.png,Car,473.85,173.5,511.15,194.77,1.88,-9.03,1.64,55.63
003507.png,Car,300.1,175.37,360.3,205.02,2.11,-14.54,1.61,37.57
003507.png,Car,0.0,182.48,79.28,246.79,2.25,-14.67,1.71,17.53
003508.png,Car,594.06,175.0,638.28,216.83,-1.59,0.18,1.67,29.03
003508.png,Car,875.35,161.59,1179.83,374.0,-1.34,4.12,1.53,6.87
003508.png,Car,779.26,173.79,1018.37,298.44,-1.14,4.33,1.51,10.6
003508.png,Car,737.42,166.35,923.26,262.56,-1.01,4.35,1.53,14.1
003508.png,Car,728.53,175.52,864.49,242.9,-0.97,4.62,1.57,17.83
003508.png,Car,701.1,174.63,831.81,227.19,-0.91,4.67,1.48,21.4
003508.png,Car,521.77,178.33,544.03,193.5,1.68,-7.25,1.9,68.03
003508.png,Car,669.0,172.56,758.64,208.27,-0.83,4.63,1.49,32.07
003508.png,Car,651.94,173.58,723.55,201.06,-0.89,4.19,1.45,38.74
003508.png,Car,459.27,176.1,491.14,197.45,1.78,-11.03,1.96,59.2
003508.png,Car,437.38,176.75,458.14,192.96,1.78,-15.12,1.84,67.28
003509.png,Car,610.47,173.47,664.97,225.75,-1.53,0.94,1.65,23.99
003509.png,Car,525.05,178.38,572.01,210.18,1.75,-2.94,1.72,34.75
003509.png,Car,483.85,180.02,529.72,207.93,1.85,-5.47,1.8,38.39
003510.png,Car,166.7,186.07,351.76,252.76,-2.71,-8.47,1.84,17.55
003510.png,Car,366.88,172.35,474.33,217.65,-2.87,-8.33,1.91,31.83
003510.png,Car,468.85,177.17,525.41,199.9,0.14,-7.88,1.85,50.43
003510.png,Cyclist,778.34,170.25,796.8,205.21,-1.81,8.43,1.51,34.43
003510.png,Cyclist,760.94,172.8,777.47,203.04,-1.82,8.74,1.63,39.75
003511.png,Pedestrian,794.24,160.22,829.84,244.19,-1.77,4.03,1.23,14.41
003511.png,Van,653.51,131.94,725.67,214.35,-1.64,2.97,1.01,25.47
003512.png,Car,114.42,187.98,327.7,265.67,0.46,-8.3,1.88,15.53
003512.png,Car,239.12,188.22,391.16,244.04,-2.66,-8.42,1.96,20.66
003512.png,Cyclist,1188.29,140.04,1241.0,257.36,-2.14,8.92,1.17,10.16
003512.png,Cyclist,1146.26,150.76,1205.06,236.59,-1.29,11.23,1.21,14.35
003512.png,Car,923.36,159.95,971.98,186.21,1.34,20.58,0.79,44.18
003513.png,Car,518.04,163.01,739.72,373.13,-1.58,0.09,1.5,7.02
003513.png,Car,377.58,185.03,417.6,205.04,1.84,-15.58,2.29,53.03
003513.png,Car,334.36,187.94,373.97,208.31,1.92,-18.44,2.49,52.04
003513.png,Car,424.61,181.29,463.29,201.37,1.8,-12.3,2.04,53.64
003513.png,Car,1175.62,175.16,1241.0,238.69,-0.65,16.77,1.56,17.85
003513.png,Car,598.89,179.71,733.33,236.42,0.05,1.48,1.63,19.29
003513.png,Car,875.58,172.41,975.43,207.8,2.86,14.71,1.6,33.87
003513.png,Car,9.1,196.22,182.18,252.87,0.78,-15.04,2.24,21.12
003514.png,Car,1133.55,189.01,1241.0,374.0,-2.43,4.0,1.65,2.82
003514.png,Car,150.07,203.87,452.41,371.14,2.03,-3.42,1.88,8.78
003514.png,Car,779.16,184.72,907.03,272.55,-1.81,4.42,1.76,14.26
003514.png,Car,749.13,182.08,838.94,241.67,-1.72,4.9,1.72,19.86
003514.png,Car,480.36,186.61,566.06,247.18,1.78,-2.44,1.97,20.82
003514.png,Car,525.37,185.11,584.79,229.98,1.76,-1.97,1.96,26.23
003514.png,Car,729.43,182.64,792.59,228.61,-1.71,5.44,1.91,26.64
003514.png,Car,558.82,179.74,605.45,219.75,1.7,-1.27,2.07,33.74
003514.png,Car,599.37,180.46,644.49,211.31,1.9,0.69,2.08,40.42
003515.png,Car,729.74,190.9,974.9,345.3,1.28,2.66,1.68,9.09
003515.png,Car,240.78,193.77,452.53,328.55,1.87,-3.39,1.75,9.87
003515.png,Car,685.29,186.42,793.21,263.37,-1.74,2.54,1.69,15.18
003515.png,Car,666.01,181.88,743.2,239.38,1.44,2.48,1.68,19.99
003515.png,Car,719.74,174.46,819.62,211.09,2.82,7.19,1.67,32.81
003516.png,Cyclist,606.68,175.14,627.99,226.82,-1.61,0.2,1.8,25.07
003516.png,Car,0.0,208.84,238.54,338.87,-2.57,-6.97,1.94,9.22
003516.png,Car,299.0,190.28,439.26,242.43,-2.86,-7.02,1.95,21.13
003517.png,Car,402.2,187.19,504.27,256.75,1.8,-3.55,1.75,16.73
003517.png,Car,525.35,182.16,553.42,203.82,1.61,-4.67,1.98,47.96
003517.png,Van,568.08,161.27,609.1,188.24,-2.04,-2.29,1.58,75.51
003517.png,Car,0.0,194.19,127.2,312.62,-2.87,-9.31,1.86,9.79
003517.png,Car,423.23,181.17,505.37,210.82,2.95,-8.02,2.01,39.6
003518.png,Car,0.0,185.83,353.24,346.25,2.08,-4.9,1.56,8.72
003518.png,Pedestrian,343.52,157.04,389.91,279.74,-1.65,-3.81,1.56,11.07
003518.png,Pedestrian,440.04,160.1,469.97,258.35,0.79,-2.96,1.55,13.42
003518.png,Pedestrian,446.15,154.65,478.09,253.18,1.03,-2.77,1.52,14.14
003519.png,Car,559.77,173.43,581.95,194.02,-1.53,-3.27,1.74,60.43
003519.png,Truck,590.13,161.24,620.92,190.63,-1.62,-0.6,1.8,76.86
003519.png,Car,160.05,193.12,222.51,217.09,2.12,-28.12,2.87,48.55
003519.png,Car,340.08,184.64,379.54,206.36,1.9,-17.57,2.28,50.73
003519.png,Car,245.92,186.48,300.52,212.14,2.12,-23.67,2.67,50.81
003520.png,Car,662.59,170.75,743.59,246.21,-1.66,2.01,1.55,16.48
003520.png,Car,0.0,239.33,159.75,374.0,2.55,-3.69,1.78,2.4
003520.png,Car,411.16,185.23,524.11,257.01,1.88,-3.32,1.81,17.31
003521.png,Car,400.96,176.75,514.51,218.57,0.18,-6.06,1.76,28.86
003521.png,Car,343.49,169.01,483.63,229.98,0.24,-6.36,1.78,23.53
003521.png,Car,647.16,181.42,690.66,212.81,-1.65,2.5,1.66,31.78
003521.png,Car,656.26,184.11,725.22,231.63,-1.69,2.4,1.69,22.66
003521.png,Car,217.27,181.81,433.89,257.76,0.38,-6.32,1.8,16.2
003521.png,Car,0.0,194.96,284.34,305.18,-2.56,-6.73,1.73,10.2
003521.png,Car,0.0,193.22,245.93,349.65,-2.48,-6.39,1.76,7.91
003521.png,Car,923.29,183.78,1241.0,342.03,-0.64,5.7,1.64,7.93
003522.png,Car,368.0,188.92,501.87,277.51,1.8,-3.36,1.81,14.47
003523.png,Car,362.49,183.39,471.59,219.83,-2.93,-8.28,1.95,31.09
003524.png,Car,285.12,194.74,448.54,304.45,1.84,-3.75,1.79,11.63
003524.png,Van,398.4,168.65,501.56,253.29,1.77,-3.81,1.75,17.64
003524.png,Car,514.95,178.87,558.59,211.13,1.65,-3.54,1.77,35.23
003525.png,Van,85.53,177.73,172.54,232.54,1.93,-27.43,3.18,41.41
003525.png,Car,176.09,198.12,246.82,239.83,1.82,-16.13,2.56,29.3
003525.png,Misc,787.92,174.86,803.08,196.37,1.8,14.45,1.81,56.21
003526.png,Cyclist,1131.06,175.81,1188.4,291.07,-1.49,9.38,1.74,11.98
003526.png,Pedestrian,165.45,147.34,261.45,369.0,1.44,-3.34,1.54,6.03
003526.png,Cyclist,823.77,175.73,908.21,300.72,1.94,3.87,1.64,10.52
003526.png,Cyclist,1004.9,191.72,1043.07,255.72,1.77,11.9,2.04,20.09
003526.png,Pedestrian,604.0,173.54,616.67,215.95,1.4,0.23,1.64,33.05
003526.png,Pedestrian,619.48,175.4,633.48,211.7,-1.99,0.93,1.42,32.76
003526.png,Cyclist,874.07,188.33,914.35,229.16,-0.75,13.5,2.22,33.01
003526.png,Pedestrian,967.45,184.13,981.12,224.88,0.07,16.35,1.94,31.37
003526.png,Pedestrian,991.45,196.94,1013.78,238.55,3.03,17.37,2.49,30.83
003527.png,Car,0.0,200.52,303.25,369.0,-0.86,-3.17,1.67,3.35
003527.png,Cyclist,991.62,147.16,1029.5,216.87,-1.6,10.51,0.9,18.42
003527.png,Car,1037.6,154.66,1205.35,203.13,-0.7,16.52,0.66,22.76
003528.png,Car,655.96,170.74,691.29,199.06,-1.66,3.87,0.77,42.95
003528.png,Car,588.37,174.96,628.37,209.12,-1.59,-0.04,0.98,31.9
003528.png,Car,644.52,169.63,666.44,186.54,-1.42,4.41,0.1,66.22
003529.png,Car,0.0,178.95,143.67,374.0,0.82,-6.11,1.66,5.9
003529.png,Car,0.0,166.64,275.58,329.7,-2.46,-6.55,1.69,8.53
003529.png,Car,47.76,180.46,302.82,291.46,-2.58,-6.7,1.72,11.26
003529.png,Car,212.27,174.36,422.35,249.04,0.45,-6.53,1.63,16.2
003529.png,Car,317.02,164.54,466.82,233.35,-2.85,-6.32,1.69,21.03
003529.png,Car,683.5,182.8,776.34,250.03,-1.75,2.79,1.71,17.71
003529.png,Car,817.84,191.98,1241.0,374.0,-2.03,2.94,1.73,5.59
003529.png,Car,656.36,173.83,709.98,219.15,-1.66,2.79,1.72,28.54
003529.png,Car,388.19,177.31,505.09,219.77,-2.96,-6.47,1.8,28.74
003530.png,Car,587.34,173.05,613.53,198.94,-1.58,-0.67,1.69,48.27
003530.png,Tram,0.0,120.82,320.35,245.09,2.11,-19.4,2.19,29.27
003530.png,Cyclist,725.69,153.33,758.1,233.72,1.34,3.14,1.41,17.48
003531.png,Car,1176.8,152.25,1241.0,304.64,2.31,8.29,1.34,7.44
003531.png,Car,113.62,199.73,357.75,316.21,2.08,-5.75,1.92,11.64
003531.png,Car,845.69,184.0,1241.0,374.0,-2.07,3.27,1.58,5.71
003531.png,Car,743.5,177.64,925.37,301.01,-1.84,3.22,1.66,11.31
003531.png,Car,669.93,181.87,734.25,224.97,-1.75,3.31,1.81,26.86
003531.png,Car,543.03,175.08,590.63,192.1,-2.37,-3.97,1.73,65.73
003532.png,Car,338.76,189.11,389.93,216.61,1.89,-15.22,2.6,44.83
003532.png,Car,393.6,182.34,429.9,205.6,1.84,-17.49,2.8,63.82
003533.png,Tram,626.4,150.32,699.64,189.99,-1.78,4.74,1.57,72.37
003533.png,Car,246.83,186.58,361.86,245.25,1.97,-9.5,2.07,22.76
003533.png,Cyclist,924.61,154.45,963.21,211.53,-2.0,10.76,1.21,23.37
003534.png,Van,515.25,160.8,544.41,196.24,1.6,-6.8,1.92,61.76
003534.png,Car,549.54,173.34,612.58,236.17,-1.54,-0.8,1.67,21.07
003534.png,Car,298.09,177.55,335.52,196.42,1.96,-23.72,1.86,58.46
003534.png,Cyclist,792.75,178.86,808.26,211.97,-1.84,9.66,1.95,36.7
003535.png,Car,581.05,176.27,598.44,190.05,-1.57,-1.94,1.6,68.52
003535.png,Car,0.0,183.02,237.48,308.32,2.16,-7.8,1.74,11.25
003535.png,Car,473.4,176.83,508.47,201.56,1.72,-7.49,1.75,45.51
003536.png,Truck,0.0,100.17,177.71,242.66,0.53,-17.87,1.79,19.0
003537.png,Car,552.48,180.55,602.08,219.13,-1.63,-1.34,1.67,27.63
003537.png,Car,337.57,183.53,515.22,307.46,-1.35,-2.46,1.6,10.4
003537.png,Misc,506.11,184.99,530.06,214.71,-1.44,-3.96,1.74,30.96
003537.png,Car,364.0,182.24,474.61,222.62,0.86,-7.2,1.76,26.94
003537.png,Car,403.73,178.13,489.46,217.19,-2.22,-6.89,1.77,30.1
003537.png,Car,441.12,180.26,517.94,209.07,-2.22,-6.74,1.78,36.89
003537.png,Van,476.64,169.88,538.68,199.52,-2.31,-6.8,1.72,47.57
003537.png,Truck,738.42,0.0,1195.75,374.0,-1.99,3.24,1.6,7.09
003537.png,Car,654.46,179.41,727.65,236.43,-1.67,2.16,1.65,20.4
003537.png,Car,632.82,179.01,681.82,215.69,-1.69,1.85,1.66,29.72
003537.png,Truck,612.07,134.5,669.21,205.11,-1.63,1.49,1.61,39.29
003537.png,Car,122.67,182.14,236.61,225.71,2.09,-15.5,1.78,26.19
003537.png,Car,559.56,176.77,594.04,207.07,-1.53,-1.75,1.74,38.32
003538.png,Car,636.34,175.97,664.29,198.22,-1.65,2.62,1.63,47.83
003538.png,Truck,633.68,154.87,660.99,185.63,-1.66,4.48,1.51,87.72
003538.png,Car,694.77,175.21,733.07,199.46,-1.76,6.51,1.62,45.71
003538.png,Van,802.6,154.39,927.76,237.77,-1.92,6.92,1.63,20.21
003538.png,Car,799.55,174.28,865.52,201.59,-2.44,12.59,1.59,41.06
003539.png,Truck,613.65,160.28,645.29,189.71,-1.63,1.94,1.7,76.79
003539.png,Misc,56.89,159.29,168.25,235.84,2.18,-18.95,2.28,27.6
003539.png,Van,206.64,178.38,284.44,221.67,1.99,-19.24,2.44,38.27
003540.png,Car,71.93,201.03,391.42,345.97,2.05,-4.72,1.83,9.87
003540.png,Pedestrian,386.84,179.01,427.51,291.76,-1.72,-3.44,1.9,12.04
003540.png,Pedestrian,465.49,180.05,488.16,270.23,0.75,-2.71,1.92,14.61
003540.png,Pedestrian,480.53,176.13,514.2,266.68,1.11,-2.5,1.94,15.37
003540.png,Cyclist,562.42,183.63,617.84,236.75,-2.61,-0.72,2.13,24.62
003540.png,Car,1161.05,158.51,1241.0,208.87,2.2,19.59,1.05,22.44
003541.png,Car,340.58,191.35,515.27,306.26,1.82,-2.72,1.77,11.59
003541.png,Car,765.18,176.96,920.58,304.03,-1.68,3.28,1.66,10.96
003541.png,Car,477.29,177.93,549.19,240.1,1.76,-2.84,1.86,21.5
003541.png,Car,495.98,181.09,570.07,225.47,1.31,-2.94,1.8,26.46
003541.png,Car,592.26,165.5,657.82,187.53,-0.31,1.11,1.07,54.58
003541.png,Car,772.74,178.07,886.04,259.72,-1.34,4.67,1.63,15.22
003541.png,Car,822.71,168.35,933.52,235.11,-1.15,7.09,1.51,19.06
003541.png,Car,741.56,164.02,860.1,208.51,-3.07,8.06,1.47,30.63
003541.png,Car,1053.38,161.6,1176.92,213.09,-0.96,16.31,1.23,23.36
003542.png,Car,0.0,220.4,389.86,374.0,2.4,-2.33,1.83,2.49
003542.png,Car,161.86,189.81,410.45,374.0,1.94,-3.44,1.92,8.17
003542.png,Car,506.5,181.74,531.37,205.21,1.52,-6.91,2.36,54.32
003543.png,Car,551.27,171.0,576.63,192.99,-1.51,-2.58,0.77,50.55
003543.png,Car,534.72,168.03,582.99,204.1,-1.39,-2.05,1.04,35.75
003543.png,Car,202.7,180.86,352.44,237.04,-0.11,-9.6,1.5,21.31
003544.png,Pedestrian,310.84,161.18,331.17,205.74,-3.01,-12.13,1.38,30.63
003544.png,Car,280.18,153.25,345.69,203.55,1.29,-14.02,1.38,33.86
003544.png,Car,328.95,164.12,393.76,200.86,-1.98,-12.59,1.36,36.32
003544.png,Car,386.87,164.82,461.6,196.17,-2.04,-9.85,1.18,37.88
003544.png,Van,556.45,155.58,626.35,193.74,0.91,-1.18,1.2,42.78
003544.png,Car,593.15,163.68,645.23,189.11,-2.26,0.52,1.0,45.24
003544.png,Car,635.16,161.09,690.07,187.73,-2.42,3.42,0.97,47.58
003544.png,Car,665.3,166.64,725.5,187.4,-2.44,6.1,1.04,52.02
003544.png,Car,703.3,166.67,747.33,187.55,-2.35,8.38,1.06,52.71
