filename,class,xmin,ymin,xmax,ymax,angle,zloc,weather,depth_y,depth_x,depth_mean,depth_min,depth_median,depth_max,depth_mean_trim,width,height
003349.png,person,341.21976,156.96378,406.7109,302.92462,-2.81,8.7,clone,213,371,1.1710579,0.97550374,1.0779698,1.5811821,1.1173872,65.49113999999997,145.96084
003350.png,car,1021.66425,186.88121,1241.7742,273.57727,-0.97,12.81,clone,190,1099,1.6307157,1.4473352,1.5663021,2.2996395,1.5777643,220.10995000000003,86.69605999999999
003351.png,car,181.71454,188.22368,280.13733,234.1567,2.06,25.5,clone,213,187,3.390354,2.600048,2.955243,8.530749,2.9593744,98.42279000000002,45.93302
003351.png,car,399.62866,179.51567,433.58374,198.73619,1.86,59.69,clone,189,425,7.1704435,6.665019,6.85821,8.979365,6.925174,33.95507999999995,19.220519999999993
003352.png,car,665.17084,175.76086,708.0625,210.66583,-1.68,34.57,clone,206,707,4.6227694,2.6050155,4.382977,9.124354,4.398957,42.89166,34.90496999999999
003352.png,car,537.22394,182.49388,574.89624,209.88638,1.65,40.39,clone,200,565,5.6663413,5.04041,5.339658,9.044852,5.3797708,37.672300000000064,27.392500000000013
003353.png,car,0.13861924,237.46744,166.04256,372.69528,2.3,4.83,clone,327,0,0.91395235,0.50650126,0.6683389,2.8318076,0.71753013,165.90394076,135.22784000000001
003353.png,car,686.09625,189.14459,774.5353,244.95221,-1.72,19.33,clone,209,767,2.4913385,2.1453989,2.325423,5.15203,2.3323092,88.43904999999995,55.807620000000014
003353.png,car,969.13257,170.12843,1159.9728,228.46356,-3.02,18.18,clone,227,975,2.3158562,1.9799229,2.183279,4.993282,2.1886013,190.84023000000002,58.33512999999999
003353.png,car,669.30554,186.2102,728.36273,229.71994,-1.69,25.08,clone,221,712,3.7392247,2.457235,2.5597951,6.825298,2.603493,59.057190000000105,43.50974000000002
003353.png,car,476.7987,183.46265,530.59174,220.09792,1.76,34.79,clone,201,481,4.5491943,3.6446936,4.061841,8.977939,4.11666,53.79303999999996,36.63526999999999
003353.png,car,865.21747,175.93886,1005.5671,211.69354,-2.9,24.57,clone,184,955,2.981411,1.8038591,2.7687001,4.993282,2.7475529,140.34962999999993,35.75468000000001
003353.png,car,652.89935,179.40724,686.03284,202.22398,-1.57,53.88,clone,201,685,7.1791644,4.931937,6.720972,9.508949,6.6597104,33.13348999999994,22.81674000000001
003353.png,car,955.3336,243.1722,1241.1143,371.26877,-2.28,3.9,clone,370,1240,0.8196675,0.377348,0.58999574,1.995784,0.6725032,285.7806999999999,128.09657
003354.png,car,458.37628,184.81079,532.22614,234.39241,1.74,22.81,clone,233,531,3.2741776,2.637033,2.8337755,9.463424,2.8685832,73.84985999999998,49.581620000000015
003355.png,car,1017.40063,293.93906,1241.9941,372.00452,-2.53,1.48,clone,361,1197,0.57205856,0.383141,0.48784477,1.0052683,0.5299676,224.5934699999999,78.06546000000003
003355.png,car,0.23313573,172.21971,314.5353,339.56717,-2.54,8.71,clone,232,9,1.1388154,0.9867311,1.0624142,2.9270456,1.0691165,314.30216427,167.34745999999998
003355.png,car,685.0012,168.99582,709.1774,219.22913,1.44,24.59,clone,200,708,3.2184086,2.3754296,2.969273,7.5271115,3.0043747,24.176199999999994,50.23330999999999
003355.png,car,662.331,172.63606,692.30145,204.9642,-1.65,40.1,clone,202,691,5.626668,4.5333366,5.0806675,9.014115,5.142616,29.970450000000028,32.32814000000002
003355.png,car,547.7492,179.05043,580.207,203.50693,1.64,45.97,clone,194,572,6.051277,5.4607553,5.756114,9.061285,5.799906,32.45780000000002,24.456500000000005
003355.png,car,583.5959,173.84315,612.8017,200.9122,-1.45,56.73,clone,199,611,7.715358,6.7197714,7.437482,9.594011,7.4944844,29.205799999999954,27.069050000000004
003356.png,car,590.2517,177.04022,659.45233,236.45709,-1.57,21.16,clone,190,648,3.732597,2.5318785,2.8144915,9.309556,2.935125,69.20062999999993,59.41686999999999
003356.png,car,218.50911,180.95808,441.30304,300.7349,-1.98,10.22,clone,256,272,1.3539144,0.778374,1.2098565,6.0869946,1.2294623,222.79393000000002,119.77681999999999
003356.png,car,444.6186,176.40335,546.86163,226.82753,-2.37,23.49,clone,215,444,3.1392035,1.6666213,2.9878716,8.137355,3.0366232,102.24302999999998,50.42418000000001
003356.png,car,517.49994,174.42554,563.0702,208.45583,-2.28,34.63,clone,198,520,4.9210224,3.597054,3.8558507,6.5550156,3.8916404,45.57025999999996,34.03028999999998
003356.png,car,537.8446,168.48444,590.7007,194.57855,-2.29,55.47,clone,193,537,6.4142737,4.8570085,5.830926,8.120421,5.8421626,52.85609999999997,26.09411
003356.png,car,944.59973,220.55025,1241.3954,371.2879,-2.17,5.06,clone,364,1230,0.96607554,0.52205586,0.7129282,4.0176315,0.7250234,296.7956700000001,150.73764999999997
003356.png,car,771.51807,178.00656,955.82166,290.9127,-1.89,12.6,clone,289,954,1.6852825,1.3143902,1.460713,6.061383,1.472198,184.30358999999999,112.90613999999997
003356.png,person,739.00336,176.39035,779.7704,268.78,-1.37,13.84,clone,242,760,2.4185407,1.7631475,1.8983362,7.0922637,1.9820621,40.76703999999995,92.38964999999996
003356.png,car,732.75006,177.52148,798.75085,231.97203,-1.79,19.26,clone,223,797,3.0736127,2.499124,2.1106431,6.6436625,2.3054569,66.00079000000005,54.45054999999999
003356.png,car,712.57324,182.9244,755.16095,229.53055,-1.73,24.57,clone,222,754,3.2412431,2.782277,3.0293539,5.2659993,2.946975,42.5877099999999,46.606150000000014
003356.png,person,679.9957,173.41,692.84766,202.97697,-1.99,42.09,clone,182,689,5.7331095,5.2169533,5.4939203,8.380982,5.5354595,12.851959999999963,29.566969999999998
003356.png,car,1.2888166,181.87184,229.78421,265.3403,2.19,12.16,clone,211,106,1.5797548,0.90201044,1.4687288,4.174698,1.4811654,228.4953934,83.46846000000002
003356.png,car,189.91681,177.65854,286.7399,233.5262,2.06,17.23,clone,222,274,3.6170363,0.8634965,1.8980403,4.8763337,1.9046317,96.82308999999998,55.86766
003357.png,car,932.29065,255.03976,1241.5819,371.7189,-2.43,2.3,clone,363,1230,0.5311121,0.35060942,0.49377298,0.94712996,0.5237119,309.2912499999999,116.67914000000002
003357.png,car,1.2626381,200.37192,392.3437,371.50848,-1.09,4.83,clone,368,51,0.6869839,0.37199843,0.52953166,2.3974676,0.55398846,391.0810619,171.13656000000003
003357.png,car,767.71484,146.48833,1134.209,370.19812,-1.99,6.82,clone,367,1133,0.96215224,0.5922963,0.7217283,3.2085059,0.7469249,366.4941600000001,223.70979000000003
003357.png,car,417.7388,174.0699,530.01483,248.0429,1.71,15.78,clone,228,446,2.2404106,1.7585746,1.921332,7.4117727,1.9594935,112.27602999999993,73.97300000000001
003357.png,car,649.78723,165.36618,714.5683,213.73509,-1.67,25.43,clone,200,693,3.9956331,3.1056578,3.3644629,9.436009,3.538615,64.78107,48.36891
003357.png,car,541.8163,164.82396,582.23206,192.6874,1.63,42.6,clone,179,551,6.3783116,5.2240305,5.6852283,9.369009,5.9767804,40.41576000000009,27.863439999999997
003357.png,car,633.90393,166.25366,666.29236,194.00621,1.49,38.33,clone,193,665,6.293712,5.0020475,5.442336,9.126515,5.525655,32.388430000000085,27.752550000000014
003358.png,car,871.6208,223.31871,1242.1277,371.01025,-2.13,3.92,clone,358,1229,0.55790657,0.3443087,0.49631155,1.44861,0.5002778,370.5069,147.69153999999997
003358.png,car,733.96356,168.30298,984.02924,324.8578,-1.87,9.21,clone,323,983,1.2422217,0.85904413,1.0061002,3.7778451,1.0242423,250.06567999999993,156.55482
003358.png,car,491.05463,176.64592,563.53955,227.5289,1.67,23.67,clone,217,523,3.5958254,2.7826123,2.970276,9.518134,3.0595148,72.48491999999999,50.88298
003358.png,car,657.48395,172.07133,682.4552,212.7286,-1.69,31.16,clone,203,681,4.784008,3.2683134,4.3025494,9.66489,4.3595066,24.97124999999994,40.65727000000001
003359.png,person,822.5821,170.6767,853.8069,211.97556,-0.32,16.37,clone,210,845,2.7987452,1.4687355,2.1944191,8.264303,2.3243742,31.224800000000073,41.29885999999999
003359.png,person,747.99774,168.87572,772.7726,198.96953,-1.8,26.17,clone,197,771,3.4256628,2.2022896,2.4024758,7.966207,2.6382103,24.77485999999999,30.09380999999999
003360.png,car,610.34674,185.92265,655.19836,218.4377,-1.41,34.77,clone,198,616,4.682282,4.1386113,4.445929,9.052893,4.465421,44.851620000000025,32.51505
003361.png,car,186.7635,191.31587,421.55658,334.73572,1.92,9.28,clone,300,273,1.4202299,0.9591638,1.0989778,9.540273,1.1243919,234.79308,143.41985000000003
003361.png,car,512.9034,185.53116,556.0507,216.97694,1.68,34.64,clone,205,540,5.44292,4.69784,4.9121094,9.380049,4.977662,43.14729999999997,31.445780000000013
003361.png,car,563.34314,181.14827,586.68176,197.15717,1.63,66.84,clone,188,580,8.757505,8.279219,8.746365,9.31358,8.750785,23.338620000000105,16.00890000000001
003361.png,car,358.40625,178.72235,391.9596,192.70734,1.89,63.44,clone,191,363,7.89283,4.7489924,7.8980293,8.901561,7.94259,33.55335000000002,13.984989999999982
003361.png,car,585.47943,182.26157,630.99036,220.54822,-1.57,30.64,clone,208,601,4.5384693,4.0226655,4.2186127,8.997376,4.23412,45.51093000000003,38.28664999999998
003362.png,car,577.13794,180.61145,637.42596,235.76743,-1.54,21.61,clone,188,584,2.9472058,2.500745,2.6599007,9.541912,2.6659625,60.288020000000074,55.15598
003362.png,train,706.2699,1.1014379,1240.6165,290.8141,0.14,0.9,clone,22,1219,1.5948334,0.4975022,1.3576697,8.2879,1.4209614,534.3466000000001,289.7126621
003363.png,car,578.8443,176.5207,642.17816,234.55406,-1.55,20.96,clone,213,581,3.1534278,2.5076792,2.6368957,9.851438,2.6528482,63.33386000000007,58.03335999999999
003363.png,train,703.6633,1.5155263,1241.9344,291.50284,0.84,7.44,clone,25,1227,1.5784477,0.4991942,1.3557394,7.8235593,1.3914661,538.2711,289.9873137
003364.png,car,593.6574,171.75052,621.91547,196.24501,-1.57,52.73,clone,186,618,6.465708,6.0033717,6.3168154,8.443497,6.3480654,28.258069999999975,24.494490000000013
003364.png,truck,627.91144,159.74931,654.9993,188.44829,-1.62,75.53,clone,167,631,7.3687186,7.031396,7.2992563,8.442292,7.3176546,27.087859999999978,28.698979999999978
003364.png,car,247.67781,191.50443,303.76532,215.71037,2.0,38.75,clone,203,277,5.2292895,4.598444,4.970233,7.2251387,5.038416,56.08750999999998,24.20594
003365.png,car,578.5315,179.58676,604.9016,202.99294,-1.57,47.31,clone,199,598,6.426292,6.0471387,6.264651,8.948234,6.3038025,26.37009999999998,23.406180000000006
003366.png,car,0.14115936,201.31422,107.47509,251.04855,2.22,25.02,clone,250,106,3.1107907,2.6676683,2.9529648,6.6925716,2.9642582,107.33393063999999,49.73433
003366.png,car,233.48268,191.65926,301.6773,225.77486,2.01,34.41,clone,213,258,4.641974,4.1352057,4.399143,7.773442,4.427206,68.19462000000001,34.1156
003367.png,car,599.00104,179.07536,628.1834,204.62398,-1.59,46.35,clone,200,621,6.3864303,5.8691196,6.149909,8.70353,6.204697,29.182360000000017,25.54862
003367.png,person,912.32196,165.9472,996.744,373.0486,2.7,5.35,clone,205,979,0.8912702,0.6015267,0.6916927,4.6145754,0.70248944,84.42204000000004,207.1014
003367.png,person,809.6206,177.76971,865.25476,325.3695,2.29,7.29,clone,188,839,1.2911788,0.8982989,0.9869083,4.843367,1.0095671,55.634160000000065,147.59979
003367.png,car,346.3336,189.35158,420.17087,226.57831,1.9,30.46,clone,225,358,4.811748,2.348972,4.564304,8.243047,4.63291,73.83726999999999,37.226729999999975
003368.png,car,0.99398106,225.72176,286.3421,366.9688,-0.86,3.35,clone,365,28,0.8651893,0.37050515,0.56272125,3.6794395,0.62322724,285.34811894,141.24704
003368.png,car,567.6466,167.63065,694.8811,210.1335,0.34,25.48,clone,196,683,4.3414326,3.1789849,3.5244305,9.525269,3.5767934,127.23449999999991,42.502849999999995
003368.png,car,340.92834,173.29399,387.50278,202.21498,1.82,46.0,clone,201,344,6.0653315,5.1942167,5.8257375,8.44079,5.9008675,46.57443999999998,28.92098999999999
003369.png,car,880.88824,141.78091,1241.5345,370.62534,-2.2,3.23,clone,303,1240,0.79801625,0.38162386,0.5775348,4.8086004,0.61269194,360.64626,228.84443
003369.png,car,770.4849,177.90445,984.7477,330.13043,-1.83,8.57,clone,307,983,1.3032109,0.8440792,0.9725056,4.1905093,0.9845944,214.26279999999997,152.22598
003369.png,person,740.0313,163.92578,763.28973,221.0046,0.53,21.89,clone,220,760,2.9380581,1.8970869,2.3037138,7.4366903,2.5483828,23.258429999999976,57.07882000000001
003369.png,car,500.61594,170.23495,544.1184,212.92165,1.7,35.17,clone,200,535,4.7717338,4.137299,4.321103,8.642667,4.353551,43.50245999999993,42.6867
003369.png,person,636.6571,175.79504,650.3797,202.86081,-0.2,41.11,clone,193,642,7.047478,5.386027,6.639518,9.332271,6.925977,13.722599999999943,27.065769999999986
003369.png,car,225.28662,191.70267,400.67606,287.49017,1.95,12.57,clone,245,241,1.7071449,1.3850191,1.5906795,3.6315372,1.5925916,175.38944,95.78749999999997
003369.png,car,0.45151192,203.77303,185.48395,370.32413,2.32,5.4,clone,233,1,0.86320466,0.5742774,0.8173486,1.7971708,0.8087285,185.03243808,166.55110000000002
003369.png,person,401.30167,188.22705,418.512,220.34026,1.84,26.09,clone,211,401,3.559379,3.3647425,3.5641525,3.8166366,3.563282,17.21033,32.11321000000001
003370.png,car,0.06585802,176.79962,172.90047,303.321,0.61,8.81,clone,268,0,1.2885686,0.8596879,1.1410153,3.4143963,1.157555,172.83461198,126.52138000000002
003370.png,car,68.5026,154.19348,296.05103,242.82039,-2.8,15.09,clone,241,68,2.2637503,1.5676249,1.8940259,7.240137,1.8997544,227.54843000000002,88.62691000000001
003370.png,car,278.66962,164.52827,330.7005,219.24522,-2.89,21.19,clone,216,278,2.8459768,2.38349,2.580185,4.746183,2.6054642,52.03087999999997,54.71695
003370.png,car,457.06213,169.49089,512.5507,200.88322,-1.79,39.1,clone,182,491,5.636603,4.423439,4.893815,9.675151,5.1341147,55.48856999999998,31.392329999999987
003371.png,car,289.4619,195.40903,356.83627,226.98283,1.96,38.51,clone,225,355,5.4288244,4.602648,5.139725,7.950707,5.1474423,67.37437,31.573800000000006
003371.png,car,210.66202,199.9081,284.4216,232.0697,2.2,37.12,clone,231,283,5.7331915,4.3873596,5.207238,8.872323,5.343044,73.75958,32.16160000000002
003371.png,car,385.98108,191.74359,432.7784,216.79497,1.82,45.39,clone,207,413,6.605609,5.9211464,6.4729104,8.597673,6.4788675,46.79731999999996,25.051379999999995
003371.png,car,999.1118,187.4502,1158.6173,231.17839,2.64,24.26,clone,190,1056,3.603769,1.6033723,3.263002,7.2903724,3.3048708,159.50549999999987,43.72819000000001
003371.png,car,1212.6628,194.15768,1241.9391,229.48837,2.48,24.07,clone,228,1239,3.5724604,3.040877,3.2432432,6.2905073,3.2886035,29.276299999999992,35.330690000000004
003372.png,car,568.20435,174.67905,623.3183,221.55284,-1.55,23.51,clone,215,609,3.3956757,2.8860078,3.020789,9.58317,3.043286,55.113950000000045,46.873790000000014
003372.png,car,404.3429,185.8953,476.11108,229.85063,1.8,26.45,clone,192,422,3.5021002,2.8080137,3.0327742,9.123084,3.0653691,71.76818000000003,43.955330000000004
003372.png,car,635.4104,174.53369,653.2594,192.57455,-1.62,64.67,clone,185,635,9.016422,7.945135,9.124152,9.636483,9.088723,17.849000000000046,18.04085999999998
003373.png,car,386.57114,190.47108,540.4807,286.6692,1.78,12.0,clone,267,437,2.1500561,1.3457817,1.542897,9.22887,1.5551908,153.90955999999994,96.19811999999999
003373.png,car,563.3546,179.87128,619.148,217.33543,1.68,28.78,clone,208,570,4.399145,3.601987,3.8963852,8.815204,3.9413645,55.79340000000002,37.46414999999999
003373.png,person,857.5495,165.10387,873.79663,204.51901,1.05,29.86,clone,177,869,5.073047,3.9890423,4.4990597,8.184935,4.653065,16.247130000000084,39.41514000000001
003374.png,car,1077.0548,192.92068,1217.7501,285.78568,-1.71,12.47,clone,236,1215,1.3683759,0.95367056,1.4388969,3.1840532,1.343637,140.6953000000001,92.86500000000001
003374.png,car,806.68317,175.68735,850.58875,201.62347,1.91,50.36,clone,192,822,6.613258,5.850206,6.2851257,9.331182,6.376997,43.905579999999986,25.93611999999999
003375.png,car,14.753585,179.99355,361.50558,282.91452,0.52,10.72,clone,271,17,1.2367892,0.64318836,1.185542,3.2684376,1.1943842,346.751995,102.92096999999998
003375.png,car,326.7222,173.48438,481.80154,232.87495,0.23,20.05,clone,231,326,2.4709368,1.9645122,2.3524384,3.7178812,2.299564,155.07934,59.390570000000025
003375.png,car,680.0949,187.52072,769.0934,247.07649,-1.71,18.63,clone,208,752,2.3197436,2.0741277,2.2172253,4.345319,2.232879,88.99849999999992,59.555769999999995
003375.png,car,748.3623,180.9106,854.23395,222.32832,-0.19,23.62,clone,218,827,3.0701194,1.6317849,2.6737494,6.855942,2.6128197,105.87165000000005,41.41772
003375.png,car,624.1501,174.78899,651.4684,194.59908,-1.62,62.01,clone,193,642,8.463748,7.755764,8.2561455,9.854026,8.336542,27.318300000000022,19.810089999999974
003375.png,Misc,793.9378,204.10258,862.3418,299.32755,1.23,10.79,clone,237,852,1.4733393,1.2095634,1.3393946,2.9009852,1.3597765,68.404,95.22496999999998
003376.png,car,537.41846,175.09993,564.17694,197.77713,1.61,50.45,clone,196,554,8.302396,7.697422,8.060323,9.777134,8.126363,26.758479999999963,22.6772
003377.png,person,516.7843,179.95076,538.5011,238.58694,-1.83,19.21,clone,207,522,2.6152618,2.3427112,2.434136,9.052105,2.4426508,21.71679999999992,58.636179999999996
003377.png,person,499.04575,178.49011,518.6417,239.0293,-1.84,19.01,clone,216,503,2.5469353,2.320503,2.4263709,4.8186255,2.4428995,19.595950000000016,60.53919000000002
003377.png,person,893.8616,169.42216,938.4974,255.80449,2.49,14.06,clone,221,937,1.9006516,1.6821309,1.8272433,2.353897,1.8514304,44.63580000000002,86.38233
003377.png,person,637.9738,167.00291,655.2427,217.13605,1.34,30.03,clone,183,652,4.2022653,3.7026284,4.0237446,7.2802644,4.059583,17.26890000000003,50.13314
003377.png,person,667.1084,176.60507,681.82477,208.12169,1.32,30.11,clone,207,667,4.861813,3.477341,4.928547,5.611478,4.8989515,14.716369999999984,31.51661999999999
003378.png,car,367.3023,188.8502,430.4468,232.55246,1.7,31.62,clone,231,429,4.115395,3.4881399,3.7432508,8.454298,3.7977483,63.144499999999994,43.702259999999995
003378.png,car,19.512138,209.13554,199.64644,297.9472,1.96,14.04,clone,296,198,1.9001201,1.526786,1.7394136,4.5379653,1.7406065,180.13430200000002,88.81166000000002
003378.png,car,844.14374,180.59126,887.9575,203.40071,1.87,45.89,clone,195,867,5.8235464,5.287185,5.5280094,8.263482,5.6001635,43.81376,22.80945
003379.png,person,813.665,164.3847,831.93445,212.30652,-1.84,25.56,clone,180,813,4.3503275,3.6307292,3.88198,7.324585,3.944289,18.269450000000006,47.92182
003379.png,person,837.60974,169.8101,856.5209,212.10995,-1.87,25.56,clone,211,849,4.236723,3.7670743,3.9313056,6.6414366,3.9753518,18.911159999999995,42.29984999999999
003380.png,person,1171.4192,164.34985,1216.3749,284.9997,-2.25,9.67,clone,181,1181,1.3307343,1.2218146,1.3004906,1.7337985,1.3106973,44.95569999999998,120.64985000000001
003380.png,person,1036.621,188.65764,1115.8088,285.35648,2.58,9.67,clone,227,1036,1.4210396,0.68877363,1.3428824,2.09585,1.3893043,79.18779999999992,96.69883999999999
003380.png,person,458.2492,174.37076,485.34113,243.46391,0.73,17.36,clone,178,469,2.4542737,2.145844,2.263139,3.9207098,2.2915022,27.091930000000048,69.09315000000001
003380.png,person,39.847164,146.98909,76.17256,248.49884,0.74,13.36,clone,247,39,2.0095677,1.6660601,1.7920271,4.768491,1.8023266,36.325396000000005,101.50975
003380.png,person,68.76857,161.86282,102.29692,246.24287,0.72,14.04,clone,165,93,1.9080144,1.7441065,1.8520638,3.8819761,1.8510988,33.52835,84.38005000000001
003381.png,car,971.2051,210.03314,1241.5643,370.8242,-2.21,4.34,clone,304,1239,0.7900204,0.469897,0.62491137,2.810704,0.6347694,270.3592,160.79106000000002
003381.png,car,296.21103,187.62593,457.73474,303.57126,1.92,10.46,clone,289,296,1.4914516,0.82566637,1.2967386,6.6500583,1.3037636,161.52371,115.94532999999998
003381.png,car,776.19855,183.07353,971.2405,287.44122,-1.89,11.17,clone,201,946,1.4970884,1.1493716,1.2936115,5.4805818,1.3160652,195.04195000000004,104.36768999999998
003381.png,car,436.00543,172.60435,512.1979,247.44827,1.78,17.98,clone,227,436,2.2646909,1.9970628,2.132483,6.452063,2.1349833,76.19247000000001,74.84392
003381.png,car,520.8997,173.39003,593.07043,222.2084,1.9,24.81,clone,198,552,3.730322,3.0079863,3.2234674,8.829366,3.2587955,72.17072999999993,48.818370000000016
003381.png,car,736.8749,176.34975,816.68134,241.86136,-1.67,18.62,clone,224,815,2.4083889,2.0489883,2.147143,7.5128326,2.1375864,79.80643999999995,65.51160999999999
003381.png,car,646.5875,168.51234,711.01807,207.39523,1.95,35.2,clone,206,710,5.118492,4.067591,4.569859,9.4365425,4.62436,64.43056999999999,38.88289
003382.png,car,607.7201,173.95526,629.67114,195.49886,-1.59,51.88,clone,181,611,6.811774,6.548982,6.7795916,8.090647,6.773904,21.951040000000035,21.543599999999998
003382.png,car,696.9266,171.89862,810.0709,258.98123,-1.77,15.32,clone,203,732,2.1245813,1.74678,1.8589284,6.976427,1.8868365,113.14430000000004,87.08260999999999
003382.png,car,665.35645,179.84778,711.7772,218.8874,-1.65,26.92,clone,213,710,3.8373964,3.203197,3.567534,5.7832475,3.5970395,46.42075,39.03962000000001
003382.png,car,657.41595,177.09459,676.5978,195.72536,-1.65,46.8,clone,194,675,5.914641,4.952897,5.1596317,7.1903234,5.208111,19.181850000000054,18.630769999999984
003383.png,truck,584.2338,144.74231,631.03076,205.00539,-1.57,47.12,clone,177,616,5.8594337,5.257303,5.669587,8.67619,5.6890116,46.79696000000001,60.26308
003384.png,truck,584.34894,142.07487,640.183,207.85779,-1.57,42.6,clone,161,626,5.2030683,4.5479474,4.97025,8.892589,4.98589,55.83406000000002,65.78291999999999
003384.png,car,175.7236,189.86119,270.89133,231.01968,2.04,32.43,clone,230,269,4.142526,3.3584983,3.9268663,6.4832335,3.9538755,95.16772999999998,41.15849
003386.png,car,774.1605,197.10391,1017.0755,363.25122,1.18,7.73,clone,358,1016,1.0101751,0.51142216,0.93104756,3.2956643,0.9442939,242.91500000000008,166.14730999999998
003386.png,car,234.594,179.55988,401.41553,245.09286,-2.74,17.25,clone,206,234,2.2833354,2.0756826,2.1707158,4.2898917,2.1823957,166.82153,65.53298000000001
003386.png,car,377.53006,186.04695,461.08328,233.5314,-2.91,22.16,clone,200,377,2.5725803,2.3859599,2.4739885,3.025286,2.491565,83.55322000000001,47.48444999999998
003386.png,car,450.8037,178.94247,522.79156,210.9909,0.1,37.12,clone,209,450,3.715048,2.7303405,3.7060163,4.624547,3.6310294,71.98786000000001,32.048430000000025
003386.png,car,642.23834,180.19946,674.47925,210.29578,-1.65,35.73,clone,206,673,4.8433127,2.685498,4.6408205,9.547275,4.6409855,32.240909999999985,30.09632000000002
003387.png,person,135.53343,157.78629,169.36794,251.73746,-2.51,13.43,clone,220,141,1.7997222,1.7019144,1.7618272,2.2526784,1.7681593,33.834509999999995,93.95116999999999
003387.png,person,148.57529,160.69301,213.00113,252.02235,-2.47,14.19,clone,232,148,2.0007246,1.7460876,1.8325682,2.532753,1.8514485,64.42584,91.32934
003387.png,car,1001.9183,177.14833,1047.81,202.66708,1.9,49.9,clone,192,1011,6.180244,5.6133165,6.037571,8.628058,6.055664,45.8916999999999,25.51875000000001
003388.png,car,561.7346,176.06076,615.74756,223.10782,-1.55,24.69,clone,212,606,3.5714076,3.0342803,3.2066014,9.835813,3.2195532,54.01296000000002,47.047060000000016
003388.png,car,506.44357,175.96442,534.7146,202.10507,1.7,53.7,clone,195,509,7.076562,6.2358236,6.5813875,9.6602125,6.722796,28.271029999999996,26.140650000000022
003388.png,car,908.0134,166.9636,956.1392,181.3976,-2.01,41.44,clone,180,955,5.3241043,4.746008,5.2136564,6.259045,5.2518773,48.12579999999991,14.433999999999997
003389.png,truck,582.8991,141.0895,638.62445,208.25601,-1.57,42.66,clone,168,632,5.243204,4.6097264,4.980614,8.964575,5.0011134,55.72535000000005,67.16651000000002
003389.png,car,77.862114,191.61768,203.21939,247.85065,2.12,27.04,clone,246,176,3.3885734,2.513482,3.0894933,6.05078,3.1171389,125.357276,56.232969999999995
003390.png,person,990.95386,166.39223,1016.2254,237.09163,2.59,16.04,clone,191,1010,2.195319,2.1208508,2.1806645,2.4861686,2.1863422,25.271540000000073,70.6994
003390.png,person,911.3731,165.94156,937.6939,228.81581,-1.96,18.61,clone,187,931,2.660398,2.428255,2.5541277,3.2073874,2.6050625,26.320799999999963,62.87424999999999
003390.png,person,818.8083,179.77367,873.9455,226.7768,2.84,20.48,clone,195,868,3.4249642,2.532727,2.8046696,5.384277,3.1695282,55.13720000000001,47.00313
003390.png,car,380.77014,180.55574,437.6153,211.40892,-2.69,36.49,clone,206,436,4.5802813,3.656121,4.5353355,5.4893804,4.5350237,56.845159999999964,30.85318000000001
003391.png,car,719.8968,181.06033,810.7361,240.15033,-1.73,18.98,clone,184,787,2.6310484,2.1611376,2.2938967,8.229487,2.3045435,90.83929999999998,59.09
003391.png,car,690.6601,172.97379,742.49384,194.66373,2.83,50.95,clone,191,741,7.3093114,2.917482,6.7598658,9.765514,6.83447,51.83373999999992,21.68993999999998
003391.png,person,516.3511,174.75362,529.40454,209.81721,0.13,35.03,clone,188,519,4.308274,4.124168,4.2729316,4.696043,4.284144,13.053440000000023,35.06358999999998
003391.png,bicycle,816.9055,185.19211,850.37744,208.74182,-3.1,28.31,clone,207,848,3.981276,3.5259526,3.879751,6.414847,3.8802927,33.47194000000002,23.549709999999976
003391.png,car,879.5029,171.97256,916.7552,190.84615,3.04,50.38,clone,186,879,6.108546,5.059098,5.85528,8.018158,5.9484973,37.25229999999999,18.873590000000007
003391.png,car,1143.755,155.86003,1232.5577,180.6888,2.72,46.14,clone,178,1216,6.9606924,5.4867935,7.002761,8.229223,6.9554577,88.80269999999996,24.82876999999999
003391.png,car,372.4014,181.69476,410.16135,199.31178,0.62,49.7,clone,188,396,7.352236,6.5993886,7.175518,8.999195,7.239079,37.75995,17.617019999999997
003391.png,car,608.0183,173.24788,628.84125,185.96552,1.8,77.99,clone,181,611,9.178538,8.998458,9.174961,9.442446,9.17487,20.82294999999999,12.717639999999989
003391.png,car,567.4848,175.50165,586.64935,187.73875,1.9,78.65,clone,183,585,9.323865,9.005843,9.274315,9.653158,9.310199,19.164550000000077,12.237099999999998
003392.png,car,858.2188,205.25484,1223.6567,366.38184,-2.1,5.42,clone,365,1125,0.70060164,0.48718792,0.6268489,2.345626,0.6385767,365.4379,161.127
003392.png,car,769.22986,180.82391,959.11804,291.57666,-1.89,11.37,clone,288,958,1.73141,1.2541014,1.3368101,5.016396,1.3413984,189.88817999999992,110.75274999999999
003392.png,car,268.69568,173.67488,362.20853,221.59674,2.08,27.64,clone,205,293,3.7491775,3.368345,3.6166563,5.846374,3.6215527,93.51285000000001,47.92186000000001
003392.png,car,509.53217,177.58032,537.36035,195.37898,1.86,59.3,clone,194,510,8.063091,7.3014073,7.972578,9.396881,8.000731,27.82818000000003,17.798660000000012
003392.png,car,695.7428,180.73796,754.0652,226.62187,-1.58,23.34,clone,202,748,3.207947,2.8514051,3.000421,5.8768682,3.0097167,58.322400000000016,45.883910000000014
