filename,class,xmin,ymin,xmax,ymax,angle,zloc,weather,depth_x,depth_y,depth_mean,depth_min,depth_median,depth_max,depth_mean_trim
003443.png,car,669.9582,182.97916,717.814,225.1505,-1.7,23.31,clone,716,218,3.240109,1.8413785,2.958666,7.684964,2.9896064
003443.png,car,509.4459,179.90765,549.7991,212.33908,1.65,30.02,clone,509,209,4.0914955,3.5341191,3.93641,6.216625,3.9554234
003443.png,car,532.0612,173.33713,567.1391,204.3573,1.61,37.94,clone,542,200,5.2227182,3.984217,4.7151866,8.762181,4.6150064
003443.png,car,646.3218,177.41406,682.62085,204.41354,1.48,38.8,clone,681,203,5.6728787,4.7773046,5.2609673,8.262301,5.362705
003444.png,car,1001.26697,242.53915,1241.8429,370.51004,-2.23,2.59,clone,1232,364,0.6429316,0.36775315,0.53213423,2.037302,0.6084017
003444.png,car,897.0396,151.87296,1157.9248,338.96173,-1.69,8.16,clone,1156,337,1.2512603,0.8102351,0.88684154,5.1074653,0.89577675
003444.png,car,542.427,160.36293,602.0091,215.15988,-1.59,27.12,clone,590,183,3.7249124,3.0921352,3.3824768,6.494086,3.448722
003444.png,car,334.82037,181.00505,412.62653,223.88664,-1.35,26.69,clone,378,215,3.5770855,3.1954775,3.340823,4.8631225,3.4354408
003444.png,car,466.9698,171.57333,512.834,201.67686,-1.51,33.51,clone,477,192,4.509549,4.239055,4.406807,4.9952593,4.456576
003444.png,car,702.2292,168.99321,775.32184,210.54018,-1.85,28.61,clone,734,185,3.8870955,3.3507106,3.5699618,6.199916,3.6562595
003444.png,car,590.4089,163.7084,616.4862,197.51344,-1.63,45.07,clone,590,183,6.0311065,5.388672,5.7296944,8.157276,5.7448454
003444.png,car,764.4942,165.21086,831.96985,209.49838,-1.89,29.21,clone,785,184,3.7340765,3.4068406,3.5664763,5.0010176,3.6198902
003444.png,Misc,172.7838,203.97383,187.88242,234.33493,2.04,26.12,clone,181,233,3.291901,3.1023798,3.2368991,3.7615008,3.261465
003445.png,car,587.1082,182.57819,625.8746,216.32945,1.58,32.67,clone,590,206,4.6493936,3.8835466,4.138586,9.548539,4.196831
003446.png,car,537.12244,172.88528,556.80035,189.243,1.6,77.0,clone,540,183,9.273355,9.0500145,9.255293,9.677949,9.254532
003447.png,car,572.3638,180.5069,603.6382,206.74579,-1.56,45.96,clone,593,196,6.6643276,6.083315,6.4438972,9.167055,6.4842596
003448.png,car,646.99274,178.8907,719.67334,227.35529,-1.71,21.77,clone,675,212,3.505908,2.8462548,2.9997816,9.535691,3.0547056
003449.png,car,506.1132,181.04836,759.7958,264.07773,0.18,13.7,clone,573,184,2.5102236,1.4805447,1.7108924,9.912071,1.720877
003450.png,car,54.024208,193.45209,138.85239,240.84744,2.2,21.76,clone,54,229,2.6009052,1.4735146,2.7379875,5.4864755,2.7306607
003450.png,car,333.42474,183.35376,382.5599,208.0572,1.9,44.88,clone,339,203,5.9683423,5.134628,5.59764,8.257593,5.674034
003451.png,car,417.14468,180.04874,484.87305,242.10834,1.64,20.89,clone,441,219,2.7395263,2.4910254,2.5844736,7.800291,2.5883856
003453.png,car,594.501,172.97551,627.55164,198.13632,-1.57,46.88,clone,622,190,6.0908613,5.602705,5.8897724,9.31577,5.922658
003453.png,truck,629.2326,160.99422,663.78503,188.06316,-1.68,73.9,clone,654,184,7.349473,6.8343334,7.139593,8.664082,7.2170715
003454.png,bicycle,851.90497,206.90547,883.24664,264.39948,-1.17,15.58,clone,858,209,2.3565936,1.9401984,2.064557,8.068962,2.0855591
003454.png,bicycle,0.18656695,215.7085,348.5681,360.08084,2.36,3.13,clone,144,234,0.91306156,0.40999502,0.78786355,3.7551417,0.77008367
003454.png,person,410.01996,184.653,429.2492,222.60535,2.87,27.96,clone,428,221,1.7617716,1.4205725,1.6211132,3.3458946,1.6264098
003454.png,person,395.8436,182.9264,416.38846,221.90941,2.78,28.93,clone,415,220,2.1831026,1.530721,1.81935,3.6533062,1.8597304
003454.png,person,653.28503,184.39879,669.32605,212.71585,-0.05,31.68,clone,668,198,3.1721556,2.2026906,3.2061853,4.7981625,3.1904619
003454.png,person,682.80164,185.89304,696.92035,222.35323,3.01,31.69,clone,682,217,2.3212209,2.1020546,2.1992898,4.585685,2.2055917
003455.png,person,517.1952,176.71819,533.99445,230.69327,-1.54,21.47,clone,517,197,2.9096448,2.629841,2.839302,5.6150136,2.8440433
003455.png,person,467.4443,172.74689,495.9741,251.92365,1.61,15.93,clone,478,201,2.0671132,1.924696,2.0064363,3.542257,2.0180016
003455.png,person,709.19434,168.13992,727.8412,222.03217,1.42,24.06,clone,726,191,3.75473,3.0335896,3.6016717,4.9242554,3.6662548
003455.png,person,729.71814,169.77267,751.97675,225.18452,1.36,24.04,clone,733,182,3.2001421,2.9794676,3.148226,3.9764957,3.1525786
003455.png,person,1205.4127,155.52055,1241.925,299.7076,-0.74,8.19,clone,1238,256,1.1798434,1.0434688,1.1592805,1.7501751,1.1578919
003455.png,person,1170.2029,173.01392,1223.724,298.51843,-0.68,8.83,clone,1222,216,1.2554153,1.1544459,1.1938789,1.6656743,1.1995625
003456.png,car,766.6686,174.69984,833.48505,209.21478,-0.23,31.85,clone,832,208,4.051804,1.9555289,4.2516236,5.7839923,4.2169576
003457.png,car,265.46048,191.61205,502.72992,322.28705,1.94,9.81,clone,372,293,1.2998762,1.0386633,1.2218274,2.4356225,1.2340508
003457.png,car,477.47278,180.89136,577.9056,262.13147,1.93,16.0,clone,477,244,2.1777506,1.8300966,2.0251193,3.9001913,2.0330055
003457.png,car,572.79,180.5725,645.245,231.71075,1.86,21.6,clone,572,229,3.15214,2.4518895,2.7800624,7.071228,2.8026881
003457.png,car,789.9249,160.87292,827.0214,188.39038,-1.33,47.63,clone,826,160,6.592723,3.147406,6.476903,8.664264,6.5709405
003458.png,car,655.0699,176.79988,714.97815,218.3373,-1.7,25.68,clone,672,208,4.3275337,3.2751756,3.4645622,9.427556,3.5557802
003458.png,car,740.6305,180.41316,902.39417,278.381,-1.87,12.44,clone,812,184,1.7470688,1.3611012,1.4947565,7.5962143,1.5043081
003458.png,car,718.93243,177.46916,766.76,204.30069,-1.83,37.82,clone,765,196,6.357451,4.580099,5.815648,8.867514,5.8397636
003458.png,truck,851.0362,53.257954,1153.9698,260.51868,-2.03,15.5,clone,993,53,1.7338,1.2260547,1.6609831,4.3355064,1.6702085
003459.png,car,584.5346,177.16718,658.3811,237.31258,-1.55,20.69,clone,648,192,3.415108,2.4500725,2.6633413,9.305922,2.6999915
003459.png,car,0.4705559,167.04572,239.31723,371.01474,-1.77,6.07,clone,0,318,0.8362752,0.5663346,0.6829291,4.3488765,0.6893373
003459.png,car,176.8409,181.84874,378.55084,305.16312,-2.01,9.34,clone,176,203,1.2482044,0.8141426,1.0995251,5.2942495,1.11051
003459.png,car,299.12836,179.29793,459.34177,270.29138,-2.15,12.31,clone,299,238,1.7370099,1.2925744,1.4119892,5.865435,1.4036064
003459.png,car,420.49866,176.16257,526.4622,231.14536,-2.13,19.64,clone,420,215,2.6234589,1.879536,2.437705,5.5414667,2.387941
003459.png,car,514.0351,173.21262,560.1718,205.63861,-2.36,32.91,clone,514,202,4.3147597,3.79321,4.174199,6.426927,4.175196
003459.png,car,745.80396,188.56607,875.2603,269.31964,-1.82,14.58,clone,869,217,1.9981179,1.59828,1.7719879,4.98107,1.7953129
003459.png,car,706.61597,174.49565,784.6292,233.11731,-1.75,22.08,clone,783,222,3.0801647,2.6279747,2.7799149,7.5944996,2.7756836
003459.png,person,689.6334,174.62564,715.29083,228.04863,-1.21,22.49,clone,714,205,3.589567,3.0101287,3.2720432,6.3625593,3.3511147
003460.png,car,859.30194,180.1551,1242.1139,321.3184,-0.42,8.23,clone,1238,320,1.134204,0.9831562,1.0575548,2.6894202,1.0624971
003460.png,car,512.3852,173.93814,540.86584,197.10953,1.75,40.78,clone,512,189,4.6893535,2.6077266,5.1200814,7.9175587,4.7508135
003461.png,car,551.2269,171.72403,587.0265,196.08337,-1.44,41.53,clone,571,180,5.5775867,5.2614875,5.4631615,9.185839,5.4678326
003461.png,car,584.3915,170.03896,612.3027,190.98393,-1.48,51.34,clone,584,188,6.6876388,5.6637034,6.721136,7.492205,6.6904836
003461.png,car,290.23715,173.53862,419.80975,220.42204,-0.4,23.56,clone,320,196,3.5441291,2.9117417,3.1394515,6.6434846,3.1906917
003461.png,car,343.45172,165.13625,396.90848,185.49481,2.05,38.54,clone,344,178,5.664456,4.279066,4.66759,6.813504,4.609841
003462.png,car,633.1313,177.4948,665.683,202.46742,-1.66,39.99,clone,644,189,5.608963,5.0561466,5.29271,9.077904,5.377132
003462.png,car,666.30426,174.92383,727.60156,216.6401,-1.72,26.16,clone,726,194,3.9164052,3.2073221,3.4244843,9.086107,3.4472485
003462.png,car,792.84064,170.2331,1080.8907,330.42996,-1.97,8.76,clone,1053,188,1.2866042,0.8516302,1.0140133,6.24394,1.0293968
003462.png,truck,735.7447,117.22959,860.74646,215.37575,-1.85,28.46,clone,859,214,3.5147507,2.8893616,3.2161684,8.20051,3.2678432
003463.png,car,207.48506,193.51682,264.5505,211.97627,-1.17,36.44,clone,258,193,4.3780622,3.3540664,4.247047,7.4782915,4.2819366
003463.png,car,142.60362,188.39871,213.4312,213.50938,-1.1,36.26,clone,167,199,4.8973823,1.3307925,5.0823545,8.687489,5.037955
003463.png,car,29.933956,195.13055,128.1475,216.09335,2.15,23.67,clone,109,215,4.8185635,2.602368,4.5235553,8.705635,4.422692
003464.png,person,639.45715,147.41057,658.14105,203.49063,-2.59,22.25,clone,657,188,3.0796719,2.8186197,2.8913457,3.3098426,2.871857
003464.png,person,244.04851,143.13351,269.38864,202.7068,0.97,11.72,clone,244,201,1.2107527,0.6647321,1.0730723,2.9013007,1.0964968
003464.png,person,1084.8213,128.80093,1216.2035,367.36697,0.45,3.59,clone,1186,202,0.76151824,0.43322518,0.5512415,2.581389,0.6079603
003464.png,person,657.83655,142.86339,748.09344,367.46613,1.05,3.99,clone,706,236,0.7973847,0.5909184,0.6325769,3.3088315,0.6438056
003464.png,person,734.6952,143.47115,807.7275,367.9364,1.01,5.34,clone,734,269,0.80663204,0.65372497,0.7090019,2.3438704,0.7116948
003464.png,person,790.8143,178.25241,851.0312,366.53586,0.9,5.51,clone,818,190,0.7604806,0.67432934,0.71661115,2.0615702,0.71876824
003464.png,person,838.37506,147.2636,909.2976,365.91125,0.9,5.88,clone,842,233,0.91491294,0.6819201,0.7456093,2.128112,0.7499008
003464.png,person,924.9575,161.19473,1006.6768,367.90692,0.72,5.54,clone,960,164,0.8797872,0.5713343,0.7070048,1.8875645,0.71996284
003464.png,person,322.16342,164.6773,411.53403,368.24048,0.86,5.63,clone,371,190,1.040844,0.6372193,0.7709896,4.3236957,0.8195649
003464.png,person,546.85455,143.14864,593.1736,275.32733,1.17,9.71,clone,570,147,1.7858995,1.1246291,1.3466026,4.760391,1.3963981
003465.png,car,0.12621939,244.58418,168.77919,372.6017,2.31,3.15,clone,0,371,0.75945836,0.39689055,0.586565,2.2855377,0.5984685
003465.png,person,833.65027,166.84709,870.58215,257.17703,1.23,13.27,clone,839,191,2.4852133,1.7391659,1.882684,7.021417,1.9783279
003465.png,car,533.948,178.93506,575.7321,207.9815,2.58,34.06,clone,533,193,4.884345,2.5279047,5.0325785,7.468814,5.0125837
003465.png,car,319.10928,192.27626,419.4748,265.77847,1.57,15.24,clone,341,239,2.176967,1.6769274,1.7788031,7.1735783,1.7926984
003465.png,car,626.3251,175.37096,717.52844,206.21771,2.64,37.56,clone,716,205,5.6776237,4.9062057,5.3135037,8.568266,5.341618
003466.png,person,790.0267,158.5301,831.3442,263.68744,-1.87,10.98,clone,825,183,1.6487523,1.386509,1.5197741,2.777575,1.5258386
003466.png,car,556.6092,156.89075,585.6016,182.1404,1.62,47.44,clone,583,175,7.0350046,5.9111357,6.597648,9.086743,6.80452
003466.png,person,692.6545,158.18225,710.17914,182.4329,-1.69,19.61,clone,697,181,2.7045515,1.3994426,2.7913687,3.7443357,2.8032854
003467.png,car,767.3723,199.8868,1117.9231,362.72076,-1.99,7.82,clone,969,304,1.0254751,0.72477394,0.88874185,3.0212824,0.901508
003467.png,car,646.2297,167.58229,719.3016,232.22716,-1.7,24.63,clone,667,193,3.2777703,2.871329,2.9986658,9.013953,3.0197296
003468.png,car,962.6437,176.84647,1047.9888,212.25296,-2.82,33.66,clone,1045,206,4.297752,3.1435585,4.5483503,5.3724866,4.3615503
003469.png,train,-0.056872755,64.18599,191.15474,263.4746,2.51,6.72,clone,0,76,1.6385891,1.0348043,1.5070728,5.8124127,1.5228161
003469.png,car,352.33606,182.64993,398.4949,205.73396,1.88,48.17,clone,379,201,6.4057193,5.5580134,6.014386,8.517613,6.176035
003470.png,car,583.54266,176.12029,616.21045,202.30258,-1.58,46.87,clone,605,196,6.40099,5.9897003,6.1814213,8.552798,6.2433996
003470.png,car,301.3444,182.56314,388.40527,229.24713,1.87,25.53,clone,319,227,3.7652252,2.1191947,3.302425,9.5611105,3.2988756
003470.png,car,438.73535,173.14328,472.4171,201.04395,1.76,51.16,clone,444,200,6.3763785,4.0075808,6.466965,8.5192375,6.385832
003470.png,car,541.81287,175.0555,567.97,199.31728,-1.52,53.67,clone,549,197,7.582385,6.7191586,7.30496,9.155068,7.4181166
003471.png,car,572.6576,176.22406,611.78796,213.57806,-1.58,35.23,clone,586,205,5.2739496,4.642688,4.9669757,9.586468,4.99701
003471.png,car,0.45254457,249.09346,192.60252,373.16364,-0.8,3.52,clone,0,372,0.95074093,0.41804957,0.62304664,2.3666396,0.79469424
003471.png,car,115.15451,127.58212,348.56635,268.96432,-1.15,15.49,clone,123,150,2.0935333,1.5206196,1.7539138,7.89507,1.7891687
003471.png,car,0.07521297,203.22412,60.24316,258.3314,-0.85,13.43,clone,3,257,2.1239781,1.8225967,1.972929,3.036419,1.9978018
003471.png,car,343.09033,187.52863,378.4155,235.29509,-1.25,22.93,clone,343,213,2.914837,2.3714588,2.7423596,6.881452,2.7502463
003471.png,truck,518.4513,142.40315,567.9925,206.60458,-1.53,60.61,clone,518,179,6.5104127,3.795664,6.812952,8.714401,6.5856075
003472.png,car,1147.6398,189.64412,1202.1356,222.68729,0.89,24.49,clone,1147,221,4.1143436,3.835958,4.0049872,4.6030574,4.0410995
003472.png,car,1060.04,187.83693,1161.5576,232.48895,-2.28,23.75,clone,1060,207,3.7109919,2.174319,3.7654526,4.780157,3.7391093
003472.png,car,963.1291,191.14828,1028.2495,226.68967,-2.16,24.23,clone,1023,208,3.9451475,1.8720496,3.6979976,6.400598,3.427036
003472.png,car,600.7539,175.14923,634.58875,207.08696,-1.64,36.84,clone,624,199,5.2489715,4.4655066,4.985304,8.975244,5.016699
003472.png,person,1010.13043,148.68417,1080.9697,336.0367,0.3,7.2,clone,1027,178,1.6272959,0.85854846,0.98708177,5.7752414,1.0864189
003472.png,person,183.63597,158.66219,200.69789,196.5401,-1.07,30.57,clone,188,190,4.4638286,4.305996,4.409916,5.0130577,4.4135423
003472.png,person,275.57956,156.13092,292.79825,197.57526,1.96,33.67,clone,284,163,5.6139402,4.823978,5.557791,7.653482,5.550293
003472.png,person,306.47217,159.8224,334.33527,242.90985,1.37,16.38,clone,332,186,2.6290264,1.8033572,1.9563947,7.1520915,2.0056386
003472.png,person,378.53085,165.36087,408.42368,255.60954,1.14,15.87,clone,394,232,1.9750144,1.7171156,1.886984,4.528502,1.8927491
003472.png,person,459.31033,158.66205,508.7719,264.1283,1.0,12.54,clone,479,180,2.9131558,1.3796079,1.7470257,9.085605,2.2225182
003472.png,person,510.68677,165.62625,551.80975,261.6835,0.87,13.17,clone,259,256,2.7451954,1.6795202,1.9003373,9.40811,2.002013
003472.png,person,329.90002,160.44891,359.83002,263.9514,0.99,13.1,clone,357,262,1.8376112,1.5969076,1.786956,4.9624906,1.789554
003472.png,person,408.51566,167.63947,436.50073,253.45265,1.03,14.1,clone,425,252,2.0564048,1.8051267,1.8941305,5.2906404,1.911328
003473.png,car,582.4176,180.23798,641.79987,230.33134,-1.61,23.65,clone,600,217,3.7194178,2.9677641,3.1516647,9.146739,3.1924186
003473.png,car,273.0723,182.41827,438.68848,262.0585,-2.14,14.25,clone,330,220,1.7170427,1.0129325,1.7150147,5.287848,1.6613197
003473.png,car,390.96872,169.98999,489.74823,247.94942,-2.22,24.16,clone,390,224,2.3631692,1.8678932,2.0577927,7.5728884,2.0225792
003473.png,car,483.55145,181.00323,526.5596,222.62775,-2.3,27.47,clone,484,201,3.2747984,2.1612608,3.1428204,4.740348,3.1541636
003473.png,car,506.01852,176.61365,542.64355,204.79933,-2.36,41.13,clone,508,200,5.0637155,3.8519084,4.523465,8.294293,4.402692
003473.png,car,650.53705,179.39896,684.1194,206.21397,-1.61,44.68,clone,683,205,6.5065503,3.341153,6.348053,8.9284315,6.429865
003474.png,car,740.24335,172.52383,995.7191,346.71442,-1.84,8.53,clone,959,190,1.1357734,0.7582851,0.9149415,6.3846765,0.93114734
003474.png,car,-0.17944622,217.77544,143.5973,371.94608,0.78,6.13,clone,0,328,0.78055346,0.61286837,0.73327637,1.3064157,0.75068635
003474.png,car,693.5943,185.18602,781.7832,258.26938,-1.79,14.54,clone,780,248,1.9784453,1.5774153,1.6781491,5.583621,1.6811972
003474.png,car,401.11365,186.85571,464.9771,244.42557,0.33,22.1,clone,429,202,2.2607143,2.1150198,2.1810737,3.1491342,2.1979108
003474.png,car,402.90378,171.71408,482.30585,217.6563,-2.91,27.16,clone,429,202,3.2822878,2.4112597,2.644473,7.241563,2.6458402
003474.png,car,450.51224,193.41557,487.70114,227.97493,0.19,32.59,clone,450,219,2.9867613,2.6182833,2.7270486,3.9026895,2.6940684
003474.png,car,644.1681,179.11668,674.30664,207.54681,-1.66,37.3,clone,673,201,4.2034917,2.8707378,4.440035,7.7145267,4.2716136
003475.png,car,275.172,197.33548,466.73715,314.99356,1.88,10.9,clone,342,303,1.653412,1.1154264,1.3039186,6.3898406,1.3268942
003476.png,person,477.06592,160.08044,550.0288,299.12366,-3.0,9.01,clone,491,298,1.3510256,1.0626502,1.3562244,1.8862866,1.327238
003477.png,car,243.17126,172.76903,288.86295,195.37961,-1.12,47.33,clone,268,177,5.3359075,2.051914,6.1279507,7.6434894,5.87765
003477.png,car,569.0315,170.51308,615.8435,216.76437,-1.56,26.99,clone,608,195,3.590194,3.2153823,3.4395013,9.017291,3.4356687
003478.png,car,440.1783,173.55629,543.1393,250.90436,1.75,17.5,clone,497,221,2.4496076,1.9600452,2.1320744,6.634911,2.1641893
003478.png,car,814.45056,194.09792,1185.3328,371.22266,-1.98,5.1,clone,1155,370,0.6631853,0.51965195,0.594398,2.2339714,0.6054922
003478.png,car,726.8915,191.14029,869.13043,306.36804,-1.75,9.91,clone,868,305,1.38905,1.0580168,1.1001893,3.9741619,1.1145451
003478.png,car,523.94507,176.95715,557.2089,224.88733,-1.41,25.38,clone,523,213,3.2528033,2.8313859,3.0488732,5.8471837,2.9272041
003478.png,car,641.2061,177.39249,675.9442,203.45398,1.51,42.33,clone,660,195,5.18614,4.883177,5.0519114,7.6615252,5.0619397
003478.png,car,580.2344,172.34976,603.64215,191.50224,1.72,60.92,clone,583,190,6.4353504,1.8475701,6.7628984,8.30118,6.823397
003478.png,car,52.85363,176.13675,321.48102,276.149,-2.58,11.25,clone,52,275,1.4809123,0.86708903,1.4247535,2.5399716,1.4414302
003479.png,car,645.71265,174.49988,685.7314,204.99596,-1.7,36.4,clone,684,203,4.9281063,4.377588,4.6833506,8.69895,4.664245
003479.png,car,671.8558,176.2948,727.0451,217.1329,-1.71,26.72,clone,726,200,3.9407742,3.3988805,3.5926824,9.069786,3.6073518
003479.png,car,775.8106,173.39276,852.739,218.69774,-1.88,25.9,clone,840,207,4.05601,3.2553542,3.5067537,7.40292,3.5237136
003480.png,person,837.669,147.04063,882.71826,267.13318,-1.97,10.35,clone,867,186,1.6213193,1.4187335,1.5056496,2.534747,1.5315107
003480.png,person,567.8376,160.2529,596.407,249.44028,-1.14,14.33,clone,586,219,2.672794,1.8982813,2.0134282,9.024392,2.0738323
003480.png,person,410.37625,168.77872,449.08908,250.46432,-2.92,13.83,clone,426,225,1.6525301,1.2762283,1.5464232,3.1655676,1.5525608
003480.png,person,507.2492,157.09726,539.7242,243.31825,1.75,16.16,clone,533,242,2.879171,2.1051927,2.341837,7.699467,2.3566718
003480.png,person,724.1503,151.2622,769.239,258.55814,1.37,15.12,clone,761,228,2.0448637,1.393845,1.5959005,4.0518866,1.764193
003480.png,person,547.0359,164.58861,564.7154,220.75493,-1.57,27.43,clone,547,206,3.6545682,2.5029156,3.2725873,7.8327775,3.3369567
003481.png,person,666.2951,158.42876,720.31354,311.9967,2.89,8.07,clone,699,310,1.3133243,0.9851674,1.1825074,2.3604646,1.2401278
003482.png,car,872.672,192.53325,1241.8628,370.70673,-2.03,6.26,clone,1116,296,0.79778886,0.58639246,0.7338537,2.3108344,0.74840355
003482.png,car,795.5631,177.18814,959.008,284.10358,-1.85,11.55,clone,958,271,1.6187352,1.2230214,1.3177035,4.7132916,1.3246893
003482.png,car,777.16046,162.48024,882.2092,246.4324,-1.7,17.2,clone,881,245,3.6794503,1.8799957,1.7300885,8.26435,1.7430072
003483.png,car,0.71280646,176.57576,402.97107,371.20047,2.04,5.73,clone,132,370,0.8595466,0.51707417,0.73723775,3.346756,0.74064314
003483.png,car,383.39563,186.54951,508.01553,275.1861,-1.33,13.71,clone,383,274,1.9195118,1.5162854,1.6123515,4.837409,1.6325992
003483.png,car,632.85376,178.36443,678.2526,214.9135,1.47,30.59,clone,671,206,4.0679927,3.5030253,3.7026713,7.892043,3.7494695
003483.png,car,542.8511,171.02805,576.6239,201.08188,1.69,49.18,clone,565,194,6.061132,5.6145887,5.8697405,8.497506,5.8892126
003484.png,car,784.31635,182.983,844.85297,237.22308,-1.53,23.31,clone,786,236,3.2840927,2.8985767,3.0686579,9.538667,3.0776973
003484.png,car,269.93423,180.57384,470.5518,273.01404,2.16,14.1,clone,309,250,2.295034,1.1988761,1.6843954,7.9457555,1.71284
003484.png,car,562.9297,188.45076,639.1958,224.08408,1.9,27.56,clone,630,223,3.891656,3.0801399,3.4979157,9.604983,3.552194
003484.png,car,641.71173,181.57997,689.9052,211.41891,1.77,36.16,clone,641,201,5.389714,4.5354676,5.086771,9.607338,5.0932255
003484.png,car,677.98334,185.45813,701.08984,205.88321,1.76,43.89,clone,677,199,5.963727,5.6654887,5.739873,6.292837,5.641233
003484.png,car,702.6297,184.58127,728.66504,203.7195,1.73,52.37,clone,702,202,6.8641777,5.8891864,6.8131075,8.131314,6.830077
003485.png,car,574.9744,180.53372,634.92847,232.54283,-1.53,22.3,clone,576,197,3.016713,2.5559022,2.731292,9.672944,2.7463403
003485.png,train,753.17456,0.48927963,1241.7568,298.64197,0.8,6.25,clone,1118,25,1.346936,0.46265194,1.15232,8.662935,1.2009861
003486.png,car,690.9131,179.38593,723.7716,202.80844,-1.51,47.57,clone,713,201,6.4531455,5.5471516,6.043506,9.72281,6.153675
003486.png,car,759.2117,189.08466,955.1539,304.41605,-1.85,10.63,clone,934,220,1.333082,1.1255739,1.2232001,2.2799103,1.2397646
003486.png,car,570.6591,180.92435,628.63824,218.8033,1.77,30.02,clone,585,208,4.539647,3.7188919,3.9343305,8.827551,4.0039062
003487.png,person,565.1905,168.31781,590.4564,241.45474,-1.62,16.79,clone,575,169,2.2954195,1.9493352,2.081316,6.6065392,2.0827
003487.png,person,604.3194,163.38661,633.487,241.81529,-1.79,16.75,clone,632,199,2.6457713,1.982001,2.104474,6.491081,2.1452577
003487.png,person,543.7302,167.60674,573.9607,249.44923,-2.42,15.0,clone,546,188,2.293377,1.890007,2.0363262,8.635443,2.038267
003487.png,person,678.6983,157.08397,732.2303,319.37964,-3.12,7.38,clone,697,220,1.3820151,0.98436296,1.0834048,3.6224194,1.1831545
003487.png,person,1161.3839,142.37016,1224.0201,298.3762,1.88,7.57,clone,1161,203,1.1316787,0.9674622,1.0180684,2.3610067,1.0310664
003487.png,person,626.67615,164.60155,666.2776,248.2345,-2.21,15.02,clone,641,168,2.2581098,1.6823577,2.005318,5.433142,2.0223067
003487.png,person,745.46704,169.95267,794.87085,298.70694,-2.84,8.78,clone,776,188,1.3561926,1.0966483,1.1814413,2.3218307,1.2400545
003487.png,car,311.50702,162.81197,514.54456,292.54865,1.88,11.19,clone,382,259,1.682054,1.1954844,1.4129477,7.7845564,1.422164
003488.png,car,568.71234,179.47374,604.1318,210.34573,-1.57,40.43,clone,577,200,5.431547,4.8702855,5.166746,9.463827,5.2020397
003488.png,car,0.012269668,316.21127,187.29553,375.01004,-0.7,2.54,clone,31,354,0.5987489,0.40882608,0.524005,1.3764361,0.52698785
003488.png,car,28.334557,191.47295,252.15211,287.9369,-1.03,12.59,clone,121,194,1.6432079,1.2422813,1.453824,7.0193806,1.4686562
003488.png,car,230.51167,188.35509,341.41232,244.60751,-1.17,19.79,clone,230,235,2.6496272,1.8260185,2.380024,8.29772,2.4117298
003488.png,car,348.99536,188.543,458.52136,252.3309,-1.31,18.05,clone,348,230,2.3183339,1.9523485,2.135798,7.76541,2.1470947
003488.png,car,522.1501,184.06905,538.7182,207.4072,-1.49,42.53,clone,522,185,4.7016764,3.7444344,4.6527166,6.1382732,4.668691
003488.png,car,0.023850497,183.25464,95.951836,255.63786,-0.93,16.77,clone,93,232,1.9166548,1.6530114,1.649889,5.7132864,1.561712
003489.png,car,1.2283161,216.05168,305.83548,366.7622,-0.91,3.84,clone,25,365,0.8091316,0.39216956,0.58160436,3.7952027,0.5889535
003489.png,person,808.644,151.5289,893.96204,287.44543,-0.27,9.94,clone,860,188,2.410127,1.037785,1.4776936,7.2409163,1.8783158
003489.png,person,470.71988,145.75587,547.74335,306.29877,0.16,9.05,clone,511,175,2.6355095,1.0519888,1.2338873,9.459579,1.5711745
003489.png,person,102.359406,178.38821,135.21654,220.50476,0.71,12.53,clone,102,219,1.8108906,1.2809371,1.3826742,4.3080764,1.3996085
003489.png,person,71.14639,180.806,114.2313,217.1286,0.74,11.96,clone,88,216,1.7461646,1.1999012,1.3008742,4.638958,1.3216398
003489.png,car,449.02277,169.13307,487.09564,196.00719,1.65,45.04,clone,486,195,5.5997057,5.047682,5.436743,8.558492,5.4804926
003490.png,car,2.3622458,192.74689,329.2756,342.28632,2.08,9.17,clone,237,338,1.0645812,0.8537319,0.9945282,2.5681794,1.0134832
003490.png,person,783.562,154.97633,808.7372,226.99794,-1.82,17.49,clone,787,167,2.604931,2.216953,2.3822498,7.2846727,2.4080987
003490.png,car,459.48627,175.77513,529.334,219.62865,1.82,27.62,clone,504,210,4.198842,3.416839,3.785224,6.579741,3.9519362
003490.png,car,673.3873,168.19292,717.0629,203.89818,-1.62,29.54,clone,703,194,4.0508356,3.5032072,3.7567215,9.352497,3.755983
003490.png,car,639.81885,167.51488,669.11743,189.48314,1.87,68.27,clone,667,188,9.307339,8.425715,9.341614,9.774273,9.330541
003491.png,person,846.1666,159.556,937.52545,303.6855,2.76,8.42,clone,896,210,1.3082942,1.0137081,1.1759422,2.7091694,1.229346
003493.png,car,563.16034,171.15117,618.03235,219.99974,-1.55,24.32,clone,607,209,3.8805864,3.0070162,3.1895888,9.899018,3.2212543
003493.png,car,465.04007,174.78627,508.67355,211.38248,1.74,37.36,clone,470,194,5.2469425,4.2963977,4.6068716,9.52645,4.6377935
003493.png,car,530.2878,176.56703,552.10156,190.00087,1.66,67.06,clone,551,189,9.640031,9.402284,9.621351,9.896804,9.635565
003493.png,car,975.8342,164.52913,1044.867,186.71645,-2.09,33.66,clone,1041,185,4.234589,3.6233952,4.1119213,5.464819,4.1359634
